company,company_id
"City of Colorado Springs, CO",1033
City of Columbus,1034
City of Coral Gables,1035
"City of Coronado, CA",1036
City of Dearborn,1037
"City of Des Moines, IA",1038
City of Doral,1039
"City of Dublin, Ohio",1040
City of Durham,1041
"City of El Paso, TX",1042
City of Emeryville,1043
City of Farmington Hills,1044
City of Florence,1045
"City of Fort Lauderdale, FL",1046
City of Fort Worth,1047
City of Fremont,1048
City of Germantown,1049
"City of Glendale, AZ",1050
"City of Glenpool, OK",1051
"City of Goodyear, AZ",1052
City of Grand Prairie,1053
"City of Grand Rapids, MI",1054
City of Greenfield,1055
City of Greenwood Village,1056
"City of Hollywood, FL",1057
"City of Hoover, AL",1058
"City of Houston, TX",1059
City of Hutchinson,1060
"City of Jackson, MS",1061
City of Liberty MO,1062
City of Lincoln & Lancaster County,1063
"City of Litchfield Park, AZ",1064
"City of Little Rock, AR",1065
"City of Littleton, CO",1066
"City of Los Angeles, CA",1067
"City of Madison, WI",1068
City of Maple Valley,1069
City of Meridian,1070
"City of Mesa, AZ",1071
City of Mesquite,1072
"City of Miami Beach, FL",1073
"City of Miami, FL",1074
City of Minneapolis,1075
"City of Monroe, North Carolina",1076
City of Moorhead,1077
City of Morgan Hill,1078
"City of Newport Beach, CA",1079
"City of Norfolk, VA",1080
City of North Kansas,1081
City of Oklahoma City,1082
City of Orlando,1083
City of Pacifica,1084
"City of Pella, IA",1085
City of Peoria,1086
"City of Plano, Texas",1087
"City of Poway, CA",1088
"City of Richmond, VA",1089
"City of Roseville, CA",1090
"City of Round Rock, TX",1091
"City of Salem, Oregon",1092
City of San Antonio,1093
City of San Jose,1094
City of Schertz,1095
City of Scottsdale,1096
City of Southlake,1097
City of St. Charles,1098
City of St. Louis,1099
City of Sun Prairie,1100
City of Sunset Hills,1101
City of Tampa,1102
City of Tulsa,1103
City of University City,1104
City of Urbandale,1105
City of Vancouver,1106
City of Virginia Beach,1107
City of West Allis,1108
City of West Des Moines,1109
"City of Westerville, OH",1110
City of Wichita,1111
City of Worcester,1112
City+Ventures,1113
CityHealth Urgent Care,1114
CityMD,1115
Clackamas County,1116
Clancy & Thompson PLLC,1117
Claremont Ranch Animal Hospital,1118
Clark Beverage Group Inc.,1119
Clark County School District,1120
Clark Holmes Oral Facial Surgery,1121
Clark Medical Group,1122
Clark Regional Medical Center,1123
Clark Retirement Community,1124
Clark's Logistics INC,1125
"Clark, Richardson and Biskup Consulting Engineers,...",1126
Class Valuation,1127
Classroom Captioning,1128
Classy N' Sassy Coffee,1129
Clay County Public Health Center,1130
Clayton Valet,1131
Clean Energy Educators,1132
Clean Solar,1133
Clean.Tech,1134
Cleaning Connection,1135
Cleanscapes Inc.,1136
ClearPath Mutual Insurance Company,1137
Clerk of Civil District Court for Orleans Parish,1138
Cleveland Clinic,1139
Cleveland Clinic Rehabilitation Hospital,1140
Cleveland Commercial Roofing,1141
Cleveland Metropolitan School District,1142
"Clifford P. Clark, III, MD, PA",1143
Closet World,1144
Closets by Design,1145
Closets by Design Boston,1146
Closets by Design Fresno,1147
Closets by Design Louisville,1148
Closets by Design Nashville,1149
Closets by Design Pittsburgh,1150
Closets by Design Seattle North,1151
Clovis Pet Hospital,1152
Club Quarters,1153
Clubhouse Restaurant,1154
"Coal Creek Consulting, LLC",1155
Coast Property Management,1156
Coastline Equipment,1157
Coborn's Inc,1158
Coca Cola Bottling Co. Consolidated,1159
Coca-Cola Bottling Company High Country,1160
"Coca-Cola Bottling Company UNITED, Inc",1161
CodeREV Kids,1162
Coffee Junkiez/Pizza Junkiez,1163
Cogir,1164
"Cognition, LLC",1165
Cognizant Technology Solutions,1166
"Cognosante, LLC",1167
Coke Florida,1168
Cole Roofing Company,1169
Colectivo Coffee Roasters,1170
Collection Pro's Inc,1171
Collective Citizen,1172
Colliers International,1173
Collins Aerospace,1174
Colonial Water Company,1175
Colopy Chiropractic and Wellness Center,1176
Colorado Judicial Branch,1177
Colorado Professional Group,1178
Colorado Springs Radiologists / PENRAD Imaging,1179
Colorado Springs Utilities,1180
Colorado Technical University,1181
"Columbia County, GA",1182
Columbia Fertility Associates,1183
Columbia Residential,1184
Columbus Specialty Hospital,1185
Columbus Zoo and Aquarium,1186
ComCor,1187
ComPsych,1188
Comcast,1189
Commbridge,1190
Commercial Bakery,1191
"Commercial Beverage Concepts, LLC",1192
"Commercial Door Manufacturing, Inc.",1193
Commercial Kitchen Parts & Service,1194
"Commercial Roofing Specialties, Inc.",1195
Common Thread,1196
Commonwealth of Kentucky,1197
Commonwealth of PA,1198
Communication Federal Credit Union,1199
Community Assessment & Treatment Services,1200
Community Care College,1201
"Community Coffee Company, L.L.C.",1202
Community Development Institute Head Start,1203
Community Hospital OKC,1204
"Community Inspection Services, Inc.",1205
Community Medical Centers,1206
Community Outreach Group,1207
Community Support Advocates,1208
Compass Concierge Services,1209
Compass Group,1210
"Compass Management Group, Inc.",1211
Compass Rose Public Schools,1212
"Competitive Innovations, LLC",1213
Complete Management Solutions,1214
Complete Weddings + Events,1215
Completely KIDS,1216
CompostNow,1217
Comprehensive Chiropractic Care,1218
Comprehensive Eye,1219
Comprehensive Neurosurgery,1220
Computer Enterprises Inc.,1221
Concealed Coalition Inc,1222
Conceptions Reproductive Associates,1223
"Concierge Services, Inc.",1224
"Concord Music Group, Inc.",1225
Concrete Polishing & Restoration,1226
Concrete Service,1227
Condado Tacos,1228
Conduent,1229
ConfiDental Smile,1230
Confidential,1231
Confidential - ( Trucking Company ),1232
Confidential - Travel and Tourism,1233
Confidential Service Industry,1234
Confidential-Manufacturing,1235
Connected Concierge,1236
Connecticut Propane and Petroleum,1237
"Connecticut Vascular Surgical Associates, PC",1238
Connexus Hub,1239
"Conserv, LLC",1240
Constellation Brands,1241
Consumer Financial Protection Bureau,1242
"Container Management Group, LLC",1243
"Continental Carbonic Products, Inc",1244
Continuity Marketing Inc,1245
Conversion Monster,1246
Cook Children's Health Care System,1247
Cooke Consulting Group,1248
Cooper Crawford & Associates,1249
"Copeland, Stair, Kingma & Lovell",1250
Core Diagnostic Laboratories,1251
"Core-Mark International, Inc.",1252
CoreCivic,1253
Corizon Health,1254
Corkys Barbecue Inc,1255
Cornerstone Healthcare Group,1256
Cornerstone Services,1257
Cornerstone University,1258
Correlli Incorporated,1259
Corridor Property Management,1260
Corrigan Moving Systems,1261
Corsicana Veterinary Clinic,1262
Cortec Precision Manufacturing,1263
"CortiCare, Inc.",1264
Corwin Automotive Group,1265
Cosmic Pet LLC,1266
Cosmix School of Beauty Sciences,1267
Cosmopolitan Dermatology,1268
Costa Coffee,1269
CouNTYwide Mortgage Lending,1270
Cougar Holdings,1271
County of Alameda,1272
"County of El Paso, TX",1273
County of Kent,1274
County of Milwaukee,1275
County of Minnehaha,1276
County of San Diego,1277
County of Santa Clara - Probation Department,1278
Courion,1279
Courtney's Pet Care,1280
Covalent Chemical,1281
Covanta,1282
Covenant Aviation Security,1283
Covenant Services Worldwide,1284
CoventBridge Group,1285
Covertech Industries,1286
Cox Communications,1287
Craftable,1288
Craig Consulting Agancy,1289
Crazy Shirts,1290
Creative Children Leaning Center,1291
Creative Contracting Inc.,1292
Creative Home Engineering,1293
Creative Solutions In Healthcare,1294
Credit Acceptance,1295
Credit One Bank,1296
Cree Inc,1297
"Crescent City Physicians, Inc.",1298
Crescent Homes SC LLC,1299
Cresco Labs,1300
Crisafulli Dental,1301
Crispus Attucks Children's Center,1302
Crittenden Adult Care Services,1303
Crossroad Farms Dairy,1304
Crowley Fleck PLLP,1305
Crown Delivery,1306
Crown Mortgage Company,1307
"Crowne Plaza, Virginia Beach",1308
"Cruise America, Inc.",1309
Crumbl Cookies,1310
Crunch Fitness,1311
Cultura Dermatology & Plastic Surgery,1312
Culture Amp,1313
Culver's 1325 E. Capitol Drive,1314
Cumberland,1315
Cumberland County Schools,1316
Cumulus Media,1317
Cuppa Coffee - Traveler,1318
Curaleaf,1319
Curated.com,1320
"Curbell, Inc.",1321
Cure 4 The Kids Foundation,1322
Curion,1323
Cushman & Wakefield,1324
"Cust-O-Fab, Inc.",1325
Custom Care Logistics,1326
"Custom Graphics, Inc.",1327
Cutler Engineering & Technology Services,1328
Cuvee Coffee Shop,1329
Cuyahoga Community College,1330
Cuyahoga County Juvenile Court,1331
CyberTex,1332
CyberTex Institute of Technology,1333
Cyma Systems Inc,1334
Cypress Healthcare Valet,1335
D & B DISCOUNT DRUGS,1336
D&M AUTO LEASING,1337
"D&S Dental Laboratory, Inc.",1338
DAS Acquisition Company LLC,1339
DB Home Improvement,1340
DBi Services,1341
DC 7015,1342
DEFY,1343
DEFY Clovis,1344
DEL Development,1345
DENTAL EXPERTS,1346
DESS-USA,1347
DET Distributing Company,1348
DGS,1349
DHL,1350
DHL Supply Chain,1351
DHL eCommerce,1352
DHL | Supply Chain,1353
DICK'S Sporting Goods,1354
DICK'S Sporting Goods/Golf Galaxy,1355
DICKEY'S BARBECUE PIT,1356
DILLARD UNIVERSITY,1357
DISYS,1358
DJB Express Services LLC,1359
DL Rogers Corp,1360
DLH,1361
DLS Worldwide,1362
"DMC Biotechnologies, Inc.",1363
DMC CONSTRUCTION,1364
DOGTOPIA,1365
DOHRN TRANSFER COMPANY,1366
DOLPHIN INTERNATIONAL,1367
DPF Regeneration.com LLC,1368
DPSCD,1369
DR MICHAEL JACOBS,1370
DRRS,1371
"DRS Imaging Services, LLc",1372
DTE Energy,1373
"DTRIC Insurance Company, Limited",1374
DVL Express Inc.,1375
Dakota Digital,1376
Dakota Fence Company,1377
Dakota Underground Co,1378
Dale Animal Hospital,1379
Dallas Arboretum,1380
"Dallas County, IA",1381
"Dallas County, TX",1382
Dallas Garland Northeastern Railroad,1383
Dallas Independent School District,1384
Dallas/Fort Worth International Airport,1385
Damron Chiropractic & Wellness,1386
Dan Perata Training Inc,1387
Dan's Auto Service and Tire,1388
Dan's Management Company D/B/A - Dunkin',1389
Danbee Investigations,1390
Dandy,1391
"Dane Street, LLC",1392
Dasmen Residential,1393
Data Federal Corporation,1394
Davenport Cloaks,1395
Davenport Family Restaurant,1396
David and Dad's Cafe,1397
"Davis H Elliot Company, Inc.",1398
Davis Wright Tremaine LLP,1399
"Day & Ross, USA",1400
Day 1 Logistics,1401
Dayspring Pens,1402
"DeKalb County, GA",1403
DeVaughn James Injury Laywers,1404
"Deacom, Inc.",1405
DecisionPoint Logistics,1406
Deercreek Country Club,1407
Definitive services,1408
Degage Ministries - Hiring Heros Like YOU!,1409
Delden Manufacturing Company,1410
Deli Delicious #9,1411
DeliverEnd,1412
Deliverate,1413
Delivering Delights,1414
Delta Dental of Arkansas,1415
"Delta Fire Systems, a division of Western States F...",1416
Delta Hotels by Marriott Fargo,1417
Democratic Party of Wisconsin,1418
Denny Menholt Chevrolet,1419
Dental Arts Hawaii,1420
Dental Depot,1421
Dental Office,1422
Dental Select,1423
Dentistry By Nita Gampa,1424
Denver Beer,1425
Denver Public Schools,1426
Denver Realty Group,1427
Department of Fish and Wildlife,1428
Department of Human Services,1429
Department of Justice,1430
Department of State Police,1431
Dept of Early Education & Care,1432
Dept of Family & Protectve Svc,1433
Dept of State Health Services,1434
Dept of Transitional Assistanc,1435
Dermatology Clinic,1436
Dermatology Group,1437
Dermatology Surgery Center,1438
Des Moines University,1439
Desbuild Incorporated,1440
Deschutes Brewery,1441
Desert Springs Dental,1442
"Design Center Blinds, LLC.",1443
Design Tech Inc.,1444
Design8 Studios,1445
Detroit Police Department,1446
"Detroit Zoo | SSA Group, LLC",1447
Developmental Disability Center of Nebraska,1448
Developmental Pathways,1449
Dhar Mann Studios,1450
Dhatronictech,1451
Diaco Institute of Plastic Surgery,1452
Diagnostic Outpatient Imaging,1453
Digi555,1454
"Digital Market Media, Inc",1455
Dignity Health Medical Foundation,1456
Dignity Health Medical Group Image,1457
Dillons,1458
Dimensional Control Systems,1459
Din Tai Fung,1460
Dino Palmieri Salons & Spa,1461
Diplomatic Language Services,1462
Direct Energy,1463
Disaster Response LLC,1464
Discover Financial Services,1465
Discovery Mood & Anxiety Program,1466
Discovery Place Preschool,1467
Disney Store,1468
Distribution Company,1469
Dixie Exterior & Landscape,1470
Doc's Hardware & Rental,1471
Doctors Hospital,1472
Dodge Park Rest Home,1473
Dodge Park Rest Home and The Oasis at Dodge Park,1474
Dog Days of Sommer,1475
Dog Tired Pet Services,1476
Dogaholics,1477
Doggie DTails By Karen,1478
Doggie Style Pets,1479
Dogtopia of Madison West,1480
Dollar General,1481
Dollar Store 20738,1482
"Dollar Thrifty Automotive Group, Inc",1483
Dollar Tree,1484
Dolls Kill,1485
"Dolly, Inc",1486
Domestic Violence Intervention Services,1487
Domino's,1488
Dominos Pizza,1489
Donatos Pizza,1490
Donnelly-Boland and Associates,1491
"Dorchester County, SC",1492
Dot & Dough,1493
Doubletree Suites by Hilton Sacramento/Rancho Cord...,1494
"Douglas County, NE",1495
"Douglas County, NV",1496
Douglas Express Delivery,1497
Downtown Jersey City,1498
Downtown’s Healthcare,1499
Dr. B Smiles,1500
Dr. Cynthia Jarzembinski,1501
Dr. Henry B. Wengelewski D.D.S.,1502
"Dr. Jeffrey L. Wilden D.D.S., INC.",1503
Dr. Kriegers & Associates,1504
Dr. Livingood / Livingood Daily,1505
Dr. Marlowe's Weight Loss Institute,1506
Dr. Martens,1507
Draco Distribution,1508
Dream Salon & Spa,1509
Drip Digital Media,1510
Drive Shack,1511
Drivenforce,1512
Drs. Hall & Szeto Optometry,1513
DuPont,1514
Dublin Country Club,1515
Due' Cucina Italiana,1516
Duke Careers,1517
Dunkin Donuts | ABDD Capital,1518
Dunkin Donuts | Gilligan Company LLC,1519
Dunkin Donuts | Kruller Inc.,1520
Dunkin Donuts | Quality Brand Group,1521
Dunkin Donuts | RGI Management,1522
Dunkin',1523
Dunkin' (OM Group),1524
Dunkin' Baskin,1525
Dunkin' Donuts,1526
Dunkin' Donuts - Newark Airport,1527
Dunkin' | Divine Enterprises LLC,1528
Dunn Bros Coffee,1529
Dunwoody Country Club,1530
Dupage Medical Group,1531
Duquesne Light,1532
Durham County,1533
Durham Public Schools,1534
Durrie Vision,1535
Duval County Public Schools,1536
Dwelling Place of Grand Rapids,1537
DyStar,1538
"Dynamic Engineering, Inc.",1539
Dynamic Medical & Rehab PLLC,1540
Dynata,1541
E*TRADE,1542
E-Tech,1543
E.C.C,1544
EAGLES DELIVERY LLC,1545
EBJ DAY Spa & Salon,1546
ECMD,1547
ECS Transportation Group,1548
"EDCO Products, Inc.",1549
EDEN Inc,1550
EDW. C. Levy CO.,1551
EETech Media and Marketing,1552
EF Education First,1553
EMC Insurance,1554
EMG8 INCORPORATED,1555
EMPC,1556
EMS Group,1557
EMSI Bi-State Professional Services,1558
ENERGY SOLUTIONS,1559
EOS Fitness,1560
EQUINOX,1561
"ERA Blanchard & Rossetto, Inc.",1562
ES Opco USA LLC,1563
EVEN Hotels,1564
EYE CENTER OF TEXAS,1565
EYM King (Burger King Franchise),1566
EZ Messenger,1567
Eads Fence,1568
Eagle Ridge Kennel,1569
Early Learning for Everyone,1570
Early Scholars,1571
"Earth Energy Shop, LLC",1572
Earthling Day Spa & Pilates Studio,1573
East Baton Rouge Parish School System,1574
East Bay Regional Park District,1575
East Bay Vaterinary Clinic,1576
East Central Veterinary Hospital,1577
East Coast Metal Distributors,1578
East Hartford Housing Authority,1579
East Orange Community Charter School,1580
East Side Wine and Spirits,1581
East Valley Periodontics,1582
East West Gem,1583
Eastern Kentucky University,1584
Eastern Market Brewing Company,1585
Eastern Michigan University,1586
Eastern Transportation,1587
"Easterseals-Goodwill Northern Rocky Mountain, Inc.",1588
Easton Diamond Sports,1589
Eastport Dental,1590
Eastwood Animal Clinic,1591
Easy Badges,1592
Easy Rest Adjustable Beds,1593
EatStreet,1594
Eaton,1595
Echo Bark Inc,1596
EclipseIA,1597
Eco Carts,1598
Eco-Tint,1599
EdenHill Communities,1600
Edible Arrangements,1601
Ednetics Incorporated,1602
Edo-Ya Tokyo Cuisine,1603
Edquity,1604
"Educate ME Foundation, INC.",1605
Education Management,1606
Eduphoria! Incorporated,1607
Edward Jones,1608
"Edwards & Ragatz, P. A.",1609
Edwards Food Giant,1610
Effingham County Sheriff,1611
Eichenbaum Liles P.A.,1612
Einstein Bros. Bagels,1613
El Encanto Inc. dba Bueno Foods,1614
"El Paso Cardiology Associates, P.A.",1615
El Paso County,1616
El Paso Electric,1617
Eldridge Supply CO,1618
Electronic Arts,1619
Elemetal,1620
"Elevated, LLC",1621
Elica Health Centers,1622
Elite Dental Omaha,1623
Elite Endodontics,1624
Elite Interactive Solutions,1625
Elite Line Services,1626
Elite Physical Therapy,1627
Elite Pools,1628
Elle Management,1629
Elm Hotel Boston,1630
Elsevier,1631
Embrace Life Chiropractic,1632
Embrace Smiles Orthodontics,1633
Embry Women's Health,1634
Emco Industrial Plastics,1635
EmergeOrtho,1636
Emergency Care Consultants,1637
"Emergency Dental Care USA, Inc",1638
Emergency Plumbing Service,1639
Emergency Veterinary Clinic,1640
Emerling Ford Inc.,1641
Emmi Roth USA,1642
Empire Roofing of Tennessee,1643
Employee Benefit Coordinator Group,1644
Employers Pro Advantage,1645
Employment Opportunities at BuzzFeed,1646
Employment Pros,1647
Emser Tile,1648
EmserTile,1649
Encompass Health,1650
Encōr Solar,1651
Enhance Health IT consulting,1652
Enhance IT,1653
Enhance Medical Clinic,1654
Enlightened,1655
Enlightened Inc.,1656
Enovational,1657
Ent Credit Union,1658
Entercom Communications Corp.,1659
"Enterprise Community Partners, Inc.",1660
Enterprise Title,1661
Entrematic,1662
Environmental Hazards Services,1663
Environmental Resource Recovery Inc,1664
"Environmental Works, Inc.",1665
Environmental and Safety Solutions,1666
EnvisionTEC,1667
Envolve Community Management,1668
Epic Care,1669
Epic Careers,1670
Epic Games,1671
Epic Productions,1672
"Epiq Systems, Inc.",1673
Episcopal Retirement Services,1674
Erie Construction,1675
Erie County Medical Center Corporation,1676
Eskenazi Health,1677
Essentia Health,1678
Essex Group Management Inc,1679
Estate Claim Services,1680
"Eternity Mart, Inc.",1681
Ethos Veterinary Health,1682
Eucalyptus Real Estate,1683
Eulen America,1684
European Wax Center,1685
Everett Agencies,1686
Everett Public Schools - WA,1687
Evergreen Treatment Services,1688
"Everlight Solar, LLC.",1689
Everytable,1690
Evolve Medspa,1691
Exela Technologies,1692
Exelon Corporation,1693
Exide Technologies,1694
Explore the Land,1695
Express Freight Handlers,1696
Express Grain Terminals LLC,1697
Express Mile LLC,1698
Express Oil Change & Tire Engineers,1699
Express Vitamin,1700
"Extended Care Clinical, LLC",1701
Extended Hands of Hope - Nonprofit,1702
Extended Stay America,1703
EyeHealth NW,1704
F&G Hospitality Consulting,1705
"F.L.A. ELECTRIC & DESIGN, INC.",1706
F.N.B. Corp.,1707
"F45 Training Little Italy, North Park, Scripps Highlands",1708
"FANEUIL, INC.",1709
FASTMD,1710
FBG Service Corporation,1711
FMS Inc.,1712
FOOTHILLS REHABILITATION CENTER,1713
FORCE: upsetting rape culture,1714
"FPL FOOD, LLC",1715
FRESENIUS,1716
FRIENDSHIP INC,1717
Fabric Care Washateria,1718
Fabuwood Cabinetry Corp,1719
Facebook,1720
Facets Fine Jewelry,1721
Facilisgroup,1722
Fair Grounds Race Course,1723
Fairfax County Public Schools,1724
Fairview Health Services,1725
"Faith Medical Associates, Inc",1726
Falcon Heights,1727
Falcon School District 49,1728
Families First of Virginia,1729
Family Dollar,1730
Family Engagement Lab,1731
Family Eyehealth Center,1732
Family Health Care,1733
Family HealthCare Network,1734
Family Medic Primary HealthCare,1735
Family Wellness Fargo,1736
Family and Youth Initiative (DCFYI),1737
Family dentistry in Durham,1738
Famous Footwear,1739
"Faneuil, Inc.",1740
Far and Sure,1741
FareStart,1742
Fargo Park District,1743
Fargo Public Schools,1744
Farm Credit Services of America,1745
Farm Fresh To You,1746
Farmacy Vegan Kitchen + Bakery,1747
Farmers Insurance Group,1748
Farmington Public Schools (CT),1749
Farmstead,1750
Fashion Accessories Company,1751
Fashion Cleaners,1752
Fat Bob's Smokehouse,1753
Fayette Family Dentistry,1754
"Faygo Beverages, Inc.",1755
Feathers & Fur Pet Care,1756
FedEx Express,1757
FedEx Freight,1758
FedEx Ground,1759
FedEx Ground - BB Deliveries,1760
FedEx Ground Careers US,1761
FedEx Ground PH US,1762
FedEx Supply Chain,1763
Federal Bureau of Investigation,1764
Federal Hill House Association,1765
Federal Reserve Bank of Minneapolis,1766
Federal Reserve Bank of Richmond,1767
Felix Agencies,1768
Ferguson,1769
Ferguson Wellman Capital Mgt.,1770
Ferrara Candy Company,1771
Fetch,1772
Fetch Package Couriers,1773
Fetchers,1774
Fidelity Bank,1775
Fidelity National Title Group aka Portland Title Group,1776
Fiduciary Real Estate Development,1777
Fiesta Texas Inc.,1778
Filipiak Insurance Agency,1779
Financial Marketing Pros,1780
Finish Line,1781
"Finish Line, Inc.",1782
Finity Communications Inc,1783
Finnegan Construction Group LLC,1784
FireFusion Studio LLC,1785
Fired Pie | NWFI LLC,1786
"First Alliance Title, LLC",1787
First Choice Dental,1788
"First Choice Health Centers, Inc.",1789
First Dakota Title,1790
First Hawaiian Bank,1791
First Interstate Bank,1792
First Lodging of Boise ES LLC,1793
First Media,1794
First National Bank & Trust Co.,1795
First Notch Technology LLC,1796
First PREMIER Bank and PREMIER Bankcard,1797
First Service Residential,1798
First Step House,1799
First Student,1800
FirstLight Federal Credit Union,1801
Firstsource Healthcare,1802
"Fiserv, Inc.",1803
Fitbit,1804
Five Guys,1805
Five Guys (Red Letter J),1806
Five Guys Burgers and Fries,1807
"Five Guys Burgers and Fries dba BNF,LLC",1808
Five Guys Burgers and Fries | CA FGB Operations,1809
Five Star Institute,1810
FiveTower LLC,1811
Fixez,1812
Flatter Inc.,1813
"Flavor Producers, LLC",1814
"Fleming & Curti, PLC",1815
Fletcher's Ice Cream,1816
Flippa.com Pty Ltd,1817
Florida Blue,1818
Florissant Dental Care and University City Dental Care,1819
Flow Real Estate Photography,1820
Flowood River Oaks Med Group,1821
Floyd's Recreational Vehicles,1822
Fluent Cannabis Care,1823
Fluresh,1824
Flyboy Donuts,1825
Focus Services,1826
Focus Workforce Management,1827
FocusOne,1828
Foley Carrier Services LLC,1829
"Fond du Lac County, WI",1830
Food 4 Less,1831
Food City,1832
Food Giant | GES Inc.,1833
Food Lion,1834
Food Pantry Ltd,1835
FoodCorps,1836
Foods Co.,1837
Foothills Commercial Builders,1838
Foothills Sports Medicine Physical Therapy,1839
For Our Future Action Fund,1840
For Paws Veterinary Clinic,1841
Ford Motor Company,1842
Foreclosures Daily,1843
Forefront Dermatology,1844
Foreign & Commonwealth Office,1845
Forest Hills Public Schools,1846
Forest Preserve District of DuPage County,1847
Forest Products Supply,1848
Forfeiture Support Associates,1849
Fork,1850
Forrest Health,1851
Fort Bend Independent School District,1852
Fort Worth Housing Solutions,1853
Fortis College,1854
Fortis College - Orange Park,1855
Fortuna Business Solutions,1856
Fortuna Chicago,1857
Forty Acres Enterprises,1858
Forum Communications,1859
Forward Diesel Repair,1860
"Fosber America, Inc.",1861
Foss ND Swim School LLC,1862
Foss WI Swim School LLC,1863
Foster Farms,1864
"Foster Fuels, Inc.",1865
"Four Leg Stretch, LLC",1866
"Fournier Irrigation, LLC",1867
Fourth Street Clinic,1868
Foxtrot,1869
Franchisee of Dunkin' Donuts,1870
Francis Howell School District,1871
Franciscan Health,1872
"Frank Laudonio M.D.,P.C.",1873
Franki,1874
Franklin County Children Services,1875
Franklin Street Fare,1876
Fray fitness,1877
Fred Hutchinson Cancer Research Center,1878
Fred Meyer,1879
Freddy’s Frozen Custard & Steakburgers,1880
Free Agency,1881
Freedom Liquor,1882
Freeways transport,1883
Freight Runners Express,1884
Fremont Veterinary Clinic,1885
Frequence,1886
Fresh Start Freight,1887
Fresh Talent,1888
FreshJax Organic Spices,1889
Freshies Lobster Co.,1890
Fresno Chaffee Zoo,1891
Fresno Economic Opportunities Commission,1892
Fresno Surgical Hospital,1893
Fresno Unified School Distrcit,1894
Friends of the Animals Baton Rouge,1895
Friendship Circle of Miami,1896
Friendship Village of Bloomington,1897
Frito-Lay North America,1898
Froedtert,1899
Frozen Gold (Atomic Cowboy),1900
Fry's Food Stores,1901
Frye Properties Inc,1902
Full Circle,1903
FullBloom,1904
Fuller Hospital,1905
Fullfillment Co,1906
Fulton Center for Rehabilitation,1907
Fulton County GA,1908
Fulton County Sheriff Office,1909
Furniture Mart USA,1910
Furry Land,1911
Fusion 360,1912
Fusion Dental Care,1913
"Fusion Logistics, Inc.",1914
Fyzical,1915
G&J Pepsi-Cola Bottlers,1916
G4S,1917
GARDNER HEALTH SERVICES,1918
GAT Airline Ground Support,1919
GAVARRETE INC,1920
GCT - Going Coastal Transportation,1921
GE Appliances,1922
GE Healthcare,1923
GECU,1924
GEICO,1925
GEORGIA-PACIFIC,1926
GETTEES,1927
GHP Management,1928
GHospitality,1929
GI Associates & Endoscopy Center,1930
GINO'S RESTAURANT,1931
GIS Field Services,1932
GLOBAL PREPARATORY ACADEMY,1933
GOLDEN STANDARD ENTERPRISES INC,1934
"GOLDMARK Property Management, Inc.",1935
GPI Enterprises Inc.,1936
GST America INC. @ Samsung Austin Semiconductor,1937
GT Security Solutions,1938
GTG-Jax LLC,1939
Gaddy,1940
Gafarrarlaw,1941
Gainesville Nissan,1942
Gallega Software Solutions Inc,1943
Galt Foundation,1944
Game Night Live,1945
GameStop,1946
Gap Inc.,1947
Gap Inc. Global Supply Chain,1948
"Garcia Windsor, P.C.",1949
GardaWorld,1950
Garden Catering,1951
Garmin,1952
Garner Dental Group,1953
"Garud Technology Services, Inc.",1954
Gary Sickles DDS,1955
Gaston County Schools,1956
GateHouse Media,1957
Gateway Chevrolet Cadillac Hyundai Nissan,1958
Gavilon,1959
Gazelle Logistics LLC,1960
Geaux Express Incorporated,1961
Gelato Boy,1962
"Gene Pleasants Agency, Inc.",1963
"General Dental Practice Union Square, SF",1964
General Dynamics Information Technology,1965
General Health System (Baton Rouge General Med. Ct...,1966
General Mills,1967
General Motors,1968
Generation Iron Fitness Network,1969
Generator Interlock Technologies,1970
"Genesis Call Center, LLC",1971
"Genesis OB/GYN, p.c.",1972
Geno's Pizza and Cheesesteaks,1973
Genotox Laboratories,1974
Genuine Foods,1975
Georgetown College,1976
Georgia Department of Public Health,1977
Georgia Professional Group,1978
Georgia State University,1979
"Georgia Urology, P.A.",1980
"Geotechnical & Environmental Services, Inc.",1981
Gerald's Ice Cream Bar,1982
Ghettie Ground Inc.,1983
Ghostfish Brewing Company,1984
Giant Delivery,1985
Giant Eagle,1986
GigSmart,1987
Gilbert Public Schools,1988
Gilman Partners,1989
Gissing North America LLC,1990
"GivemetheVIN, LLC",1991
Glantz,1992
"Glazer's Beer and Beverage of TX, LLC",1993
Glen Oaks Club,1994
"Global Channel Management,Inc",1995
"Global Equity Finance, Inc.",1996
"Global IT Solutions, Inc.",1997
Global Power Components,1998
Global Primex LLC,1999
Global Scholars Academy,2000
GlobalLogic,2001
GlobalMed Logistix,2002
GlobaslCastMD,2003
Globe Goals,2004
Glory House,2005
Glyne Manufacturing,2006
Go Deliver,2007
Gold Cross Ambulance,2008
Gold's Gym - VA/MD/PA/SC,2009
Golden 1 Credit Union,2010
Golden Labs,2011
"Goldfein Claims Management, LLC",2012
Goldie's Casino,2013
Golds Gym DC Metro Area,2014
Gong Cha,2015
Good Luck Provisions,2016
"Good Natured Gardening, Inc",2017
Good Roofing Company LLC,2018
Good Shepherd Community,2019
Goodwill Industries,2020
Goodwill Industries Of Greater New York,2021
Goodwill Industries of Kansas,2022
Goodwill Industries of San Antonio,2023
Goodwill TalentBridge,2024
Goodwill of Omaha,2025
Goodwin College,2026
Goodyear,2027
